,Token,Relation,Head,Children
44284,  ,dep,whistle,[]
44285,much,advmod,play,[  ]
44286,  ,dep,much,[]
44287,play,ROOT,play,"[whistle, much, alarm, go]"
44288,music,npadvmod,set,[  ]
44289,  ,dep,music,[]
44290,set,amod,alarm,[music]
44291,alarm,dobj,play,"[set,   , call]"
44292,  ,dep,alarm,[]
44293,call,acl,alarm,[list]
44294,friend,npadvmod,play,[  ]
44295,  ,dep,friend,[]
44296,play,compound,list,[friend]
44297,game,compound,list,[  ]
44298,  ,dep,game,[]
44299,set,amod,list,[]
44300,timer,compound,list,[    ]
44301,    ,dep,timer,[]
44302,list,dobj,call,"[play, game, set, timer]"
44303,go,advcl,play,"[  , definitely, worth]"
44304,  ,dep,go,[]
44305,definitely,advmod,go,[]
44306,worth,advcl,go,[money]
44307,money,dobj,worth,[ ]
44308, ,dep,money,[]
44309,sound,advcl,upgrade,[play]
44310,terrible,amod,play,[  ]
44311,  ,dep,terrible,[]
44312,pair,compound,play,[]
44313,echo,compound,play,[]
44314,play,dobj,sound,"[terrible, pair, echo]"
44315,simultaneously,advmod,upgrade,[  ]
44316,  ,dep,simultaneously,[]
44317,must,aux,upgrade,[]
44318,upgrade,ccomp,play,"[sound, simultaneously, must, music]"
44319,amazon,compound,music,[]
44320,music,dobj,upgrade,[amazon]
44321,want,aux,play,[]
44322,play,ROOT,play,"[upgrade, want, time]"
44323,one,nummod,time,[]
44324,device,compound,time,[]
44325,time,dobj,play,"[one, device,  ]"
44326, ,dep,time,[]
44327,easy,amod,installation,[]
44328,installation,ROOT,installation,"[easy, set]"
44329,set,acl,installation,"[  , purchase]"
44330,  ,dep,set,[]
44331,better,amod,purchase,[]
44332,sound,amod,purchase,[]
44333,echo,compound,purchase,[]
44334,dot,nmod,speaker,[]
44335,smart,amod,speaker,[]
44336,speaker,compound,purchase,"[dot, smart,   ]"
44337,  ,dep,speaker,[]
44338,satisified,amod,purchase,[]
44339,purchase,dobj,set,"[better, sound, echo, speaker, satisified,  ]"
44340, ,dep,purchase,[]
44341,spoiled,csubj,got,"[one, downstairs]"
44342,one,dobj,spoiled,[]
44343,downstairs,advmod,spoiled,[    ]
44344,    ,dep,downstairs,[]
44345,got,ROOT,got,"[spoiled, one, listen, walked]"
44346,one,dative,got,[upstairs]
44347,upstairs,advmod,one,[]
44348,listen,ccomp,got,[etc]
44349,music,compound,etc,[  ]
44350,  ,dep,music,[]
44351,etc,dobj,listen,"[music,   ]"
44352,  ,dep,etc,[]
44353,walked,conj,got,[treadmill]
44354,treadmill,npadvmod,walked,[ ]
44355, ,dep,treadmill,[]
44356,command,compound,alexa,[]
44357,alexa,nsubj,requires,[command]
44358,requires,ROOT,requires,"[alexa, specific, find, asking]"
44359,specific,dobj,requires,[  ]
44360,  ,dep,specific,[]
44361,find,xcomp,requires,"[home, figuring]"
44362,google,compound,home,[]
44363,home,dobj,find,[google]
44364,much,advmod,flexible,[]
44365,flexible,amod,figuring,[much]
44366,figuring,dobj,find,"[flexible,  ]"
44367, ,dep,figuring,[]
44368,m,aux,asking,[]
44369,asking,advcl,requires,"[m,  ]"
44370, ,dep,asking,[]
44371,handy,amod,hell,[]
44372,hell,nsubj,recommend,"[handy,     ]"
44373,    ,dep,hell,[]
44374,recommend,ROOT,recommend,[hell]
44375,real,amod,difficulty,[]
44376,difficulty,ROOT,difficulty,"[real, working, asking, m, music, far, experience]"
44377,working,acl,difficulty,[question]
44378,echo,compound,alexi,[]
44379,dot,compound,alexi,[  ]
44380,  ,dep,dot,[]
44381,alexi,nmod,question,"[echo, dot]"
44382,smart,amod,question,[      ]
44383,      ,dep,smart,[]
44384,question,dobj,working,"[alexi, smart, asked]"
44385,asked,acl,question,"[get, m]"
44386,get,dobj,asked,[         ]
44387,         ,dep,get,[]
44388,m,ccomp,asked,[sure]
44389,sure,acomp,m,[        ]
44390,        ,dep,sure,[]
44391,half,nummod,time,[]
44392,time,nsubj,asking,[half]
44393,still,advmod,asking,[]
44394,asking,acl,difficulty,"[time, still, alexi, saying]"
44395,question,compound,alexi,[]
44396,alexi,dobj,asking,[question]
44397,saying,xcomp,asking,[         ]
44398,         ,dep,saying,[]
44399,m,acl,difficulty,[sure]
44400,sure,acomp,m,[          ]
44401,          ,dep,sure,[]
44402,music,acl,difficulty,[work]
44403,great,amod,work,[]
44404,work,dobj,music,[great]
44405,well,advmod,far,[  ]
44406,  ,dep,well,[]
44407,far,advmod,difficulty,"[well,  , s]"
44408, ,dep,far,[]
44409,s,case,far,[]
44410,frustrating,amod,experience,[]
44411,experience,conj,difficulty,"[frustrating,  ]"
44412, ,dep,experience,[]
44413,still,advmod,phase,[]
44414,discovery,compound,phase,[]
44415,phase,ROOT,phase,"[still, discovery,   , enjoying]"
44416,  ,dep,phase,[]
44417,far,advmod,enjoying,[]
44418,enjoying,acl,phase,"[far, feature]"
44419,smart,amod,feature,[]
44420,home,compound,feature,[]
44421,feature,dobj,enjoying,"[smart, home, installed]"
44422,installed,acl,feature,[ ]
44423, ,dep,installed,[]
44424,totally,advmod,get,[]
44425,get,ROOT,get,"[totally, humour]"
44426,sense,compound,humour,[]
44427,humour,dobj,get,[sense]
44428,put,csubj,play,[bedroom]
44429,one,nummod,bedroom,[]
44430,bedroom,dobj,put,"[one,   ]"
44431,  ,dep,bedroom,[]
44432,play,ROOT,play,"[put, music, tell, alarm, wake]"
44433,music,dobj,play,[]
44434,tell,advcl,play,[weather]
44435,u,compound,weather,[]
44436,weather,dobj,tell,"[u,   ]"
44437,  ,dep,weather,[]
44438,also,advmod,alarm,[]
44439,alarm,dep,play,[also]
44440,wake,dep,play,[]
44441,u,compound,music,[]
44442,morning,npadvmod,better,[  ]
44443,  ,dep,morning,[]
44444,better,amod,music,[morning]
44445,clock,compound,play,[]
44446,radio,compound,play,[  ]
44447,  ,dep,radio,[]
44448,play,compound,type,"[clock, radio]"
44449,type,compound,music,[play]
44450,music,nsubj,want,"[u, better, type]"
44451,want,ROOT,want,"[music, tell, n]"
44452,radio,compound,station,[]
44453,station,compound,favorite,[radio]
44454,favorite,nsubj,tell,"[station,   ]"
44455,  ,dep,favorite,[]
44456,even,advmod,tell,[]
44457,tell,ccomp,want,"[favorite, even, joke]"
44458,joke,dobj,tell,[  ]
44459,  ,dep,joke,[]
44460,n,punct,want,[]
44461,t,nsubj,know,[]
44462,know,ROOT,know,"[t, got]"
44463,got,ccomp,know,"[along, without]"
44464,along,prt,got,[]
44465,without,prep,got,"[  , amazing]"
44466,  ,dep,without,[]
44467,amazing,pobj,without,[ ]
44468, ,dep,amazing,[]
44469,like,intj,echo,[]
44470,echo,ROOT,echo,"[like,   , sure, use, n]"
44471,  ,dep,echo,[]
44472,sure,amod,echo,[]
44473,dot,dep,use,[  ]
44474,  ,dep,dot,[]
44475,use,advcl,echo,"[dot, books, echo, nowhere, near]"
44476,lot,amod,books,[]
44477,music,compound,audio,[]
44478,audio,compound,books,[music]
44479,books,dobj,use,"[lot, audio]"
44480,the,det,quality,[]
44481,sound,amod,quality,[]
44482,quality,npadvmod,smaller,"[the, sound]"
44483,smaller,amod,echo,[quality]
44484,echo,dobj,use,[smaller]
44485,nowhere,advmod,use,[]
44486,near,prep,use,[model]
44487,quality,nmod,model,[]
44488,full,amod,model,[]
44489,sized,amod,model,[]
44490,model,pobj,near,"[quality, full, sized,   ]"
44491,  ,dep,model,[]
44492,n,punct,echo,[]
44493,t,nsubj,decided,[]
44494,decided,ROOT,decided,"[t,  , keep]"
44495, ,dep,decided,[]
44496,ll,aux,keep,[]
44497,keep,xcomp,decided,"[ll,  ]"
44498, ,dep,keep,[]
44499,love,nsubj,got,[  ]
44500,  ,dep,love,[]
44501,got,ROOT,got,"[love, blast, asking, tell]"
44502,boyfriend,compound,birthday,[]
44503,birthday,compound,blast,[boyfriend]
44504,kid,compound,blast,[]
44505,blast,dobj,got,"[birthday, kid]"
44506,asking,advcl,got,[question]
44507,alexa,amod,question,[]
44508,kind,compound,question,[]
44509,question,dobj,asking,"[alexa, kind]"
44510,tell,conj,got,[love]
44511,silly,amod,joke,[]
44512,joke,compound,love,"[silly,   ]"
44513,  ,dep,joke,[]
44514,love,dobj,tell,"[joke,  ]"
44515, ,dep,love,[]
44516,better,amod,sound,[]
44517,sound,ROOT,sound,"[better,  ]"
44518, ,dep,sound,[]
44519,got,csubj,gone,"[ , house, sound, enjoyable]"
44520, ,dep,got,[]
44521,nd,compound,house,[]
44522,echo,compound,house,[]
44523,house,nsubj,got,"[nd, echo,   , already, dot]"
44524,  ,dep,house,[]
44525,already,advmod,house,[]
44526,regular,amod,dot,[]
44527,echo,compound,echo,[  ]
44528,  ,dep,echo,[]
44529,echo,compound,dot,[echo]
44530,dot,appos,house,"[regular, echo]"
44531,easy,advmod,set,[]
44532,set,compound,sound,[easy]
44533,sound,nsubj,got,[set]
44534,enjoyable,acomp,got,[  ]
44535,  ,dep,enjoyable,[]
44536,wishing,csubj,gone,[]
44537,would,aux,gone,[]
44538,gone,ROOT,gone,"[got, wishing, would, echo, sound]"
44539,another,det,echo,[]
44540,regular,amod,echo,[]
44541,echo,dobj,gone,"[another, regular]"
44542,solely,advmod,based,[]
44543,based,amod,sound,[solely]
44544,sound,npadvmod,gone,"[based,  ]"
44545, ,dep,sound,[]
44546,really,advmod,happy,[]
44547,happy,acomp,thought,[really]
44548,original,amod,echo,[]
44549,echo,nsubj,thought,[original]
44550,thought,nsubj,started,"[happy, echo,  , get]"
44551, ,dep,thought,[]
44552,d,nsubj,get,[]
44553,get,xcomp,thought,"[d, speaker]"
44554,echo,compound,use,[]
44555,dot,compound,use,[]
44556,use,compound,bedroom,"[echo, dot]"
44557,bedroom,nsubj,disappointed,"[use,   ]"
44558,  ,dep,bedroom,[]
44559,really,advmod,disappointed,[]
44560,disappointed,amod,speaker,"[bedroom, really]"
44561,audio,amod,quality,[]
44562,quality,npadvmod,connected,[audio]
44563,connected,amod,speaker,[quality]
44564,external,amod,speaker,[]
44565,speaker,dobj,get,"[disappointed, connected, external, via]"
44566,via,prep,speaker,[audio]
44567,bluetooth,det,audio,[  ]
44568,  ,dep,bluetooth,[]
44569,audio,pobj,via,[bluetooth]
44570,much,advmod,better,[]
44571,better,advmod,started,[much]
44572,started,ROOT,started,"[thought, better, problem, interference, woken]"
44573,problem,dobj,started,[loosing]
44574,loosing,acl,problem,"[wifi, presumably]"
44575,connection,compound,wifi,[]
44576,wifi,dobj,loosing,"[connection,   ]"
44577,  ,dep,wifi,[]
44578,presumably,advmod,loosing,[]
44579,due,amod,interference,[]
44580,interference,oprd,started,"[due, picked]"
44581,bluetooth,det,speaker,[  ]
44582,  ,dep,bluetooth,[]
44583,connected,amod,speaker,[]
44584,speaker,nsubj,picked,"[bluetooth, connected, via]"
44585,via,prep,speaker,[jack]
44586,auxiliary,amod,jack,[]
44587,jack,compound,jack,[    ]
44588,    ,dep,jack,[]
44589,auxiliary,amod,jack,[]
44590,jack,pobj,via,"[auxiliary, jack, auxiliary]"
44591,picked,relcl,interference,"[speaker, wifi]"
44592,interference,compound,wifi,[]
44593,wifi,dobj,picked,[interference]
44594,woken,advcl,started,[sound]
44595,middle,amod,night,[]
44596,night,nmod,sound,[middle]
44597,horrible,amod,sound,[]
44598,buzzing,compound,sound,[]
44599,sound,dobj,woken,"[night, horrible, buzzing,   ]"
44600,  ,dep,sound,[]
44601,i,nsubj,hoping,[]
44602,m,aux,hoping,[]
44603,hoping,ROOT,hoping,"[i, m, take, give]"
44604,amazon,nsubj,take,[]
44605,take,ccomp,hoping,"[amazon, thing, back]"
44606,thing,dobj,take,[]
44607,back,advmod,take,[]
44608,give,advcl,hoping,[device]
44609,good,amod,deal,[]
44610,deal,compound,spot,[good]
44611,echo,compound,spot,[]
44612,spot,compound,hope,"[deal, echo]"
44613,hope,nmod,device,[spot]
44614,better,amod,device,[]
44615,nightstand,compound,device,[]
44616,device,dobj,give,"[hope, better, nightstand,  ]"
44617, ,dep,device,[]
44618,listens,ROOT,listens,"[way, love]"
44619,well,amod,way,[  ]
44620,  ,dep,well,[]
44621,way,dobj,listens,"[well, expected]"
44622,expected,acl,way,[  ]
44623,  ,dep,expected,[]
44624,love,dobj,listens,[ ]
44625, ,dep,love,[]
44626,still,advmod,testing,[]
44627,testing,advcl,get,"[still, one]"
44628,one,dobj,testing,[like]
44629,far,advmod,like,[  ]
44630,  ,dep,far,[]
44631,like,prep,one,"[far,   , hesitant]"
44632,  ,dep,like,[]
44633,hesitant,pcomp,like,[]
44634,putting,csubj,first,"[device, home]"
44635,voice,npadvmod,activated,[]
44636,activated,amod,device,[voice]
44637,device,dobj,putting,[activated]
44638,home,advmod,putting,[]
44639,would,aux,first,[]
44640,first,advmod,get,"[putting, would,   ]"
44641,  ,dep,first,[]
44642,unfortunately,advmod,get,[  ]
44643,  ,dep,unfortunately,[]
44644,sometimes,advmod,get,[]
44645,get,ROOT,get,"[testing, first, unfortunately, sometimes, mixed, turn, able, mean, reach, hook]"
44646,wifi,compound,light,[]
44647,light,amod,bulb,[wifi]
44648,bulb,nsubj,mixed,[light]
44649,mixed,ccomp,get,[bulb]
44650,wo,aux,turn,[]
44651,n,dep,turn,[t]
44652,t,advmod,n,[]
44653,turn,ccomp,get,"[wo, n,  ]"
44654, ,dep,turn,[]
44655,ve,aux,able,[]
44656,able,advcl,get,"[ve, manage]"
44657,manage,xcomp,able,[fix]
44658,fix,dobj,manage,[  ]
44659,  ,dep,fix,[]
44660,mean,ccomp,get,"[   , s]"
44661,   ,dep,mean,[]
44662,s,ccomp,mean,[convenient]
44663,convenient,acomp,s,"[  , unable]"
44664,  ,dep,convenient,[]
44665,especially,advmod,unable,[]
44666,unable,conj,convenient,[especially]
44667,reach,conj,get,"[turn, electronics]"
44668,turn,xcomp,reach,[]
44669,light,amod,electronics,[]
44670,electronics,dobj,reach,[light]
44671,could,aux,hook,[]
44672,hook,ccomp,get,"[could, dot, play, etc, getting]"
44673,dot,dobj,hook,"[  , like]"
44674,  ,dep,dot,[]
44675,like,prep,dot,[]
44676,play,dep,hook,[alarm]
44677,music,compound,alarm,[]
44678,reminder,compound,alarm,[  ]
44679,  ,dep,reminder,[]
44680,alarm,dobj,play,"[music, reminder,   ]"
44681,  ,dep,alarm,[]
44682,etc,dep,hook,[   ]
44683,   ,dep,etc,[]
44684,m,aux,getting,[]
44685,still,advmod,getting,[]
44686,getting,dep,hook,"[m, still, used, listening]"
44687,used,acomp,getting,[]
44688,fact,compound,man,[]
44689,man,nsubj,listening,[fact]
44690,always,advmod,listening,[]
44691,listening,ccomp,getting,"[man, always,  ]"
44692, ,dep,listening,[]
44693,work,ROOT,work,"[great, having]"
44694,great,advmod,work,[]
44695,having,advcl,work,"[fun, question]"
44696,fun,dobj,having,[]
44697,playing,amod,checking,[]
44698,music,npadvmod,checking,[  ]
44699,  ,dep,music,[]
44700,checking,amod,question,"[playing, music]"
44701,weather,compound,king,[  ]
44702,  ,dep,weather,[]
44703,king,compound,question,[weather]
44704,question,dobj,having,"[checking, king,  ]"
44705, ,dep,question,[]
44706,small,amod,cutie,[]
44707,convenient,amod,dependable,[]
44708,dependable,amod,cutie,"[convenient,   ]"
44709,  ,dep,dependable,[]
44710,dot,compound,cutie,[]
44711,cutie,compound,alexa,"[small, dependable, dot]"
44712,alexa,compound,job,[cutie]
44713,job,nsubj,ask,[alexa]
44714,ask,ROOT,ask,"[job, expected]"
44715,my,poss,issue,[]
44716,issue,compound,fidelity,[my]
44717,fidelity,nsubj,expected,[issue]
44718,expected,ccomp,ask,"[fidelity, speaker]"
44719,small,amod,speaker,[]
44720,speaker,dobj,expected,[small]
44721,alexa,nmod,people,[]
44722,perfect,amod,people,[]
44723,people,ROOT,people,"[alexa, perfect, like, talk]"
44724,like,prep,people,[living]
44725,living,pcomp,like,"[alone, least]"
44726,alone,advmod,living,[  ]
44727,  ,dep,alone,[]
44728,least,advmod,living,[]
44729,someone,nsubj,talk,[]
44730,talk,relcl,people,"[someone,    , keep, wish]"
44731,   ,dep,talk,[]
44732,keep,xcomp,talk,[sanity]
44733,sanity,dobj,keep,[    ]
44734,    ,dep,sanity,[]
44735,though,mark,wish,[]
44736,wish,advcl,talk,"[though, connect]"
44737,powerful,amod,speaker,[]
44738,speaker,nsubj,connect,[powerful]
44739,need,aux,connect,[]
44740,connect,ccomp,wish,"[speaker, need, speaker]"
44741,bluetooth,det,speaker,[]
44742,speaker,dobj,connect,"[bluetooth,  ]"
44743, ,dep,speaker,[]
44744,small,amod,footprint,[]
44745,footprint,compound,clarity,"[small,   ]"
44746,  ,dep,footprint,[]
44747,nice,amod,clarity,[]
44748,clarity,ROOT,clarity,"[footprint, nice,  ]"
44749, ,dep,clarity,[]
44750,easy,amod,set,[]
44751,set,ROOT,set,[easy]
44752,great,amod,addition,[]
44753,addition,compound,base,[great]
44754,alexa,compound,base,[]
44755,base,ROOT,base,"[addition, alexa,   , using]"
44756,  ,dep,base,[]
44757,using,acl,base,[value]
44758,guest,compound,bedroom,[]
44759,bedroom,nmod,speaker,[guest]
44760,music,compound,info,[  ]
44761,  ,dep,music,[]
44762,clock,compound,info,[]
44763,info,compound,dot,"[music, clock]"
44764,dot,compound,speaker,[info]
44765,speaker,nmod,base,"[bedroom, dot]"
44766,strong,amod,base,[]
44767,base,poss,value,"[speaker, strong,  , s]"
44768, ,dep,base,[]
44769,s,case,base,[]
44770,great,amod,value,[]
44771,value,dobj,using,"[base, great]"
44772,alexia,nsubj,built,[]
44773,built,ROOT,built,"[alexia, work, standing, decided, disappointed, hears]"
44774,thermostat,nmod,t,[]
44775,n,compound,t,[]
44776,t,compound,work,"[thermostat, n]"
44777,work,dobj,built,[t]
44778,well,advmod,standing,[  ]
44779,  ,dep,well,[]
44780,standing,advcl,built,"[well, next, hear]"
44781,right,advmod,next,[]
44782,next,advmod,standing,[right]
44783,hear,advcl,standing,[played]
44784,music,nsubj,played,[]
44785,played,ccomp,hear,"[music, choppy]"
44786,choppy,advcl,played,[  ]
44787,  ,dep,choppy,[]
44788,decided,advcl,built,[try]
44789,try,xcomp,decided,"[dot, since]"
44790,echo,compound,dot,[]
44791,dot,dobj,try,[echo]
44792,since,prep,try,[day]
44793,prime,amod,day,[]
44794,day,pobj,since,"[prime,   ]"
44795,  ,dep,day,[]
44796,disappointed,advcl,built,[  ]
44797,  ,dep,disappointed,[]
44798,hears,advcl,built,"[problem, really, connect]"
44799,fine,amod,problem,[]
44800,music,compound,play,[]
44801,play,compound,problem,[music]
44802,problem,dobj,hears,"[fine, play,   ]"
44803,  ,dep,problem,[]
44804,really,advmod,hears,[]
44805,like,mark,connect,[]
44806,bluetooth,nsubj,connect,[]
44807,connect,advcl,hears,"[like, bluetooth, sound]"
44808,bose,compound,speaker,[]
44809,speaker,compound,sound,[bose]
44810,quality,compound,sound,[]
44811,sound,dobj,connect,"[speaker, quality,  ]"
44812, ,dep,sound,[]
44813,connected,amod,system,[]
44814,whole,amod,system,[]
44815,home,compound,sound,[]
44816,sound,compound,system,[home]
44817,system,nsubj,play,"[connected, whole, sound]"
44818,play,ROOT,play,"[system, work]"
44819,prime,amod,music,[]
44820,music,compound,mini,[prime]
44821,google,compound,home,[]
44822,home,compound,mini,[google]
44823,mini,nsubj,work,"[music, home]"
44824,ca,aux,work,[]
44825,n,amod,t,[]
44826,t,nsubj,work,"[n,   ]"
44827,  ,dep,t,[]
44828,work,ccomp,play,"[mini, ca, t, well]"
44829,well,advmod,work,[ ]
44830, ,dep,well,[]
44831,much,amod,fun,[]
44832,fun,compound,play,[much]
44833,play,nsubj,go,"[fun,   , ask]"
44834,  ,dep,play,[]
44835,ask,acl,play,"[alarm, morning]"
44836,set,amod,alarm,[]
44837,alarm,dobj,ask,[set]
44838,wake,compound,morning,[]
44839,morning,npadvmod,ask,[wake]
44840,go,ROOT,go,"[play, tell, wake, want, n]"
44841,tell,advcl,go,"[question, ask]"
44842,alexa,compound,question,[]
44843,turn,compound,alexa,[  ]
44844,  ,dep,turn,[]
44845,alexa,compound,learns,[turn]
44846,learns,compound,question,[alexa]
44847,question,dobj,tell,"[alexa, learns]"
44848,ask,xcomp,tell,"[  , music, ask]"
44849,  ,dep,ask,[]
44850,play,compound,music,[]
44851,music,dobj,ask,[play]
44852,ask,xcomp,ask,[play]
44853,play,xcomp,ask,[domain]
44854,amazon,compound,domain,[]
44855,music,compound,domain,[]
44856,domain,dobj,play,"[amazon, music,   ]"
44857,  ,dep,domain,[]
44858,wake,advcl,go,[ask]
44859,middle,amod,night,[]
44860,night,compound,turn,[middle]
44861,turn,compound,light,[night]
44862,light,nsubj,ask,[turn]
44863,ask,ccomp,wake,"[light, time]"
44864,alexa,compound,time,[]
44865,time,dobj,ask,"[alexa,   ]"
44866,  ,dep,time,[]
44867,want,advcl,go,[tell]
44868,current,amod,weather,[]
44869,weather,nsubj,tell,[current]
44870,tell,ccomp,want,"[weather,   , ask]"
44871,  ,dep,tell,[]
44872,ask,xcomp,tell,[know]
44873,going,amod,city,[]
44874,city,nsubj,know,[going]
44875,know,ccomp,ask,"[city,   , call]"
44876,  ,dep,know,[]
44877,call,ccomp,know,"[friend, dial]"
44878,friend,dobj,call,[]
44879,dial,oprd,call,[  ]
44880,  ,dep,dial,[]
44881,n,punct,go,[]
44882,t,nsubj,used,[]
44883,used,ROOT,used,"[t, one, yet, said]"
44884,one,dobj,used,[]
44885,yet,advmod,used,[]
44886,said,xcomp,used,[contact]
44887,could,aux,contact,[]
44888,contact,ccomp,said,"[could,  ]"
44889, ,dep,contact,[]
44890,easy,advmod,set,[]
44891,set,ROOT,set,"[easy, poster, despite, understands]"
44892,everything,compound,poster,[  ]
44893,  ,dep,everything,[]
44894,poster,dobj,set,"[everything,   ]"
44895,  ,dep,poster,[]
44896,despite,prep,set,[]
44897,small,amod,size,[]
44898,size,compound,speaker,[small]
44899,speaker,compound,adequate,[size]
44900,adequate,nsubj,understands,"[speaker,   ]"
44901,  ,dep,adequate,[]
44902,understands,ccomp,set,"[adequate, instruction, across]"
44903,instruction,dobj,understands,[]
44904,across,prep,understands,[purchase]
44905,room,compound,purchase,[  ]
44906,  ,dep,room,[]
44907,happy,amod,purchase,[]
44908,purchase,pobj,across,"[room, happy,  ]"
44909, ,dep,purchase,[]
44910,great,amod,work,[]
44911,product,compound,price,[]
44912,price,compound,work,"[product,   ]"
44913,  ,dep,price,[]
44914,work,ROOT,work,"[great, price, well]"
44915,well,advmod,work,[   ]
44916,   ,dep,well,[]
44917,perfect,amod,office,[]
44918,home,compound,office,[]
44919,office,ROOT,office,"[perfect, home]"
44920,weak,amod,sound,[]
44921,sound,nsubj,need,"[weak,   , compared]"
44922,  ,dep,sound,[]
44923,compared,acl,sound,[sound]
44924,google,compound,sound,[]
44925,home,nmod,sound,[]
44926,mini,compound,sound,[]
44927,sound,pobj,compared,"[google, home, mini, bad]"
44928,bad,amod,sound,[  ]
44929,  ,dep,bad,[]
44930,also,advmod,need,[]
44931,need,ROOT,need,"[sound, also, need, get, think]"
44932,prime,amod,music,[]
44933,small,amod,selection,[]
44934,selection,compound,music,[small]
44935,music,nsubj,need,"[prime, selection]"
44936,need,ccomp,need,"[music, play]"
44937,prime,amod,music,[]
44938,music,nsubj,play,[prime]
44939,play,ccomp,need,"[music, everything]"
44940,everything,dobj,play,[  ]
44941,  ,dep,everything,[]
44942,also,advmod,get,[]
44943,get,conj,need,"[also, need]"
44944,two,nummod,need,[]
44945,need,dobj,get,[two]
44946,prime,amod,family,[]
44947,family,compound,music,[prime]
44948,music,nsubj,play,[family]
44949,play,compound,music,[music]
44950,music,nsubj,think,"[play,   ]"
44951,  ,dep,music,[]
44952,think,conj,need,"[music,  , s, use]"
44953, ,dep,think,[]
44954,s,case,think,[]
44955,lame,amod,need,[]
44956,need,nsubj,use,[lame]
44957,family,compound,plan,[]
44958,plan,nsubj,use,[family]
44959,use,ccomp,think,"[need, plan, device]"
44960,multiple,amod,device,[]
44961,device,dobj,use,"[multiple,  ]"
44962, ,dep,device,[]
44963, ,dep,s,[]
44964,s,nsubj,suppose,[ ]
44965,suppose,ROOT,suppose,"[s, product]"
44966,great,amod,product,[]
44967,product,dobj,suppose,"[great,  ]"
44968, ,dep,product,[]
44969,love,compound,item,[]
44970,item,nsubj,hear,[love]
44971,able,aux,hear,[]
44972,hear,ROOT,hear,"[item, able, enjoyed, ordered]"
44973,kind,amod,music,[]
44974,music,nsubj,enjoyed,"[kind,   ]"
44975,  ,dep,music,[]
44976,enjoyed,ccomp,hear,[music]
44977,much,advmod,ordered,[]
44978,ordered,conj,hear,"[much, another]"
44979,another,dobj,ordered,[ ]
44980, ,dep,another,[]
44981,love,compound,dot,[]
44982,dot,ROOT,dot,[love]
44983,great,amod,item,[]
44984,item,nsubj,made,"[great,    , m, glad]"
44985,   ,dep,item,[]
44986,m,appos,item,[]
44987,glad,amod,item,[]
44988,made,ROOT,made,"[item, purchase, day]"
44989,purchase,dobj,made,[]
44990,prime,amod,day,[]
44991,day,npadvmod,made,"[prime,  ]"
44992, ,dep,day,[]
44993, ,dep,learning,[]
44994,m,aux,learning,[]
44995,still,advmod,learning,[]
44996,learning,ROOT,learning,"[ , m, still, use, read]"
44997,use,dobj,learning,"[  , figured]"
44998,  ,dep,use,[]
44999,figured,acl,use,[]
45000,read,dep,learning,[bonus]
45001,kindle,compound,book,[]
45002,book,compound,bonus,"[kindle,   ]"
45003,  ,dep,book,[]
45004,real,amod,bonus,[]
45005,bonus,dobj,read,"[book, real,  ]"
45006, ,dep,bonus,[]
45007,love,ROOT,love,[family]
45008,one,nummod,kitchen,[]
45009,bedroom,compound,kitchen,[]
45010,kitchen,compound,family,"[one, bedroom,   ]"
45011,  ,dep,kitchen,[]
45012,great,amod,family,[]
45013,drop,compound,family,[]
45014,family,dobj,love,"[kitchen, great, drop, around]"
45015,around,prep,family,[house]
45016,house,pobj,around,[ ]
45017, ,dep,house,[]
45018,far,advmod,good,[]
45019,good,amod,savvy,"[far,   ]"
45020,  ,dep,good,[]
45021,tech,amod,savvy,[]
45022,savvy,nsubj,trying,"[good, tech,    ]"
45023,   ,dep,savvy,[]
45024,m,aux,trying,[]
45025,still,advmod,trying,[]
45026,trying,ROOT,trying,"[savvy, m, still, figure, set, apps, use]"
45027,figure,dobj,trying,[  ]
45028,  ,dep,figure,[]
45029,easy,advmod,set,[]
45030,set,dep,trying,[easy]
45031,far,advmod,easy,[]
45032,easy,amod,apps,[far]
45033,use,compound,lot,[  ]
45034,  ,dep,use,[]
45035,lot,compound,apps,[use]
45036,apps,dobj,trying,"[easy, lot]"
45037,use,xcomp,trying,"[  , play]"
45038,  ,dep,use,[]
45039,play,xcomp,use,[fun]
45040,fun,dobj,play,[ ]
45041, ,dep,fun,[]
45042,echo,compound,dot,[]
45043,dot,nsubj,responds,[echo]
45044,responds,ROOT,responds,"[dot, t, talking, feel]"
45045,u,nmod,t,[n]
45046,n,cc,u,[]
45047,t,dobj,responds,[u]
45048,even,advmod,talking,[]
45049,talking,advcl,responds,"[even,    , ve, unplugged]"
45050,   ,dep,talking,[]
45051,ve,prep,talking,[]
45052,unplugged,dobj,talking,[  ]
45053,  ,dep,unplugged,[]
45054,feel,advcl,responds,[like]
45055,like,prep,feel,"[ , s, spying]"
45056, ,dep,like,[]
45057,s,pobj,like,[        ]
45058,        ,dep,s,[]
45059,spying,pcomp,like,"[        , u]"
45060,        ,dep,spying,[]
45061,u,dobj,spying,[ ]
45062, ,dep,u,[]
45063,connected,amod,playlist,[]
45064,phone,compound,playlist,[]
45065,playlist,ROOT,playlist,"[connected, phone,    ]"
45066,   ,dep,playlist,[]
45067,put,advcl,got,[awhile]
45068,awhile,advmod,put,[]
45069,finally,advmod,got,[]
